,REGION,DEPARTEMENT,MARCHE,DATE,MIL_DETAIL,RIZ_IMP_BR ORD.
4442,DL,MBACKE,TOUBA,31-Dec-08,180,475.0
4443,SL,ST.LOUIS,ST.LOUIS,31-Dec-08,180,350.0
4444,KD,VELINGARA,DIAOBE,31-Dec-08,165,300.0
4445,KD,VELINGARA,DIAOBE,31-Dec-08,165,300.0
4446,DL,DIOURBEL,DIOURBEL,02-Jan-09,225,400.0
4447,FK,FATICK,FATICK,04-Jan-09,200,425.0
4448,KD,KOLDA,KOLDA,05-Jan-09,175,
4449,DL,MBACKE,TOUBA,07-Jan-09,175,375.0
4450,SL,ST.LOUIS,ST.LOUIS,07-Jan-09,180,350.0
4451,KD,VELINGARA,DIAOBE,07-Jan-09,165,335.0
4452,ZG,ZIGUINCHOR,ST.MAUR,08-Jan-09,220,430.0
4453,DL,DIOURBEL,DIOURBEL,09-Jan-09,200,375.0
4454,FK,FATICK,FATICK,11-Jan-09,200,400.0
4455,KD,KOLDA,KOLDA,12-Jan-09,175,325.0
4456,DK,PIKINE,THIAROYE,13-Jan-09,225,450.0
4457,FK,FATICK,FATICK,14-Jan-09,225,400.0
4458,DK,DAKAR,TILENE,14-Jan-09,225,450.0
4459,DL,MBACKE,TOUBA,14-Jan-09,165,375.0
4460,SL,ST.LOUIS,ST.LOUIS,14-Jan-09,200,350.0
4461,KD,VELINGARA,DIAOBE,14-Jan-09,165,335.0
4462,ZG,ZIGUINCHOR,ST.MAUR,15-Jan-09,220,450.0
4463,DL,DIOURBEL,DIOURBEL,16-Jan-09,200,375.0
4464,FK,FATICK,FATICK,18-Jan-09,200,400.0
4465,KD,KOLDA,KOLDA,19-Jan-09,190,335.0
4466,DK,PIKINE,THIAROYE,20-Jan-09,225,450.0
4467,TH,THIES,THIES,21-Jan-09,200,390.0
4468,DK,DAKAR,TILENE,21-Jan-09,225,450.0
4469,SL,ST.LOUIS,ST.LOUIS,21-Jan-09,200,400.0
4470,KD,VELINGARA,DIAOBE,21-Jan-09,190,335.0
4471,DL,DIOURBEL,DIOURBEL,22-Jan-09,200,400.0
4472,KL,KAOLACK,KAOLACK,22-Jan-09,160,400.0
4473,LG,LOUGA,LOUGA,22-Jan-09,190,425.0
4474,ZG,ZIGUINCHOR,ST.MAUR,22-Jan-09,220,450.0
4475,FK,FATICK,FATICK,25-Jan-09,200,400.0
4476,FK,FATICK,FATICK,25-Jan-09,200,400.0
4477,KD,KOLDA,KOLDA,26-Jan-09,190,325.0
4478,TH,THIES,THIES,28-Jan-09,200,390.0
4479,SL,ST.LOUIS,ST.LOUIS,28-Jan-09,200,400.0
4480,KD,VELINGARA,DIAOBE,28-Jan-09,190,335.0
4481,KL,KAOLACK,KAOLACK,29-Jan-09,165,375.0
4482,LG,LOUGA,LOUGA,29-Jan-09,190,425.0
4483,ZG,ZIGUINCHOR,ST.MAUR,29-Jan-09,245,450.0
4484,KD,KOLDA,KOLDA,02-Feb-09,195,335.0
4485,TH,THIES,THIES,04-Feb-09,200,400.0
4486,KD,VELINGARA,DIAOBE,04-Feb-09,200,335.0
4487,ZG,ZIGUINCHOR,ST.MAUR,05-Feb-09,200,435.0
4488,SL,ST.LOUIS,ST.LOUIS,06-Feb-09,200,425.0
4489,FK,FATICK,FATICK,08-Feb-09,200,410.0
4490,KD,KOLDA,KOLDA,09-Feb-09,195,335.0
4491,TC,BAKEL,BAKEL,10-Feb-09,190,400.0
4492,TH,THIES,THIES,11-Feb-09,200,400.0
4493,SL,ST.LOUIS,ST.LOUIS,11-Feb-09,250,450.0
4494,KD,VELINGARA,DIAOBE,11-Feb-09,195,335.0
4495,KL,KAOLACK,KAOLACK,12-Feb-09,160,370.0
4496,LG,LOUGA,LOUGA,12-Feb-09,190,425.0
4497,ZG,ZIGUINCHOR,ST.MAUR,12-Feb-09,220,425.0
4498,FK,FATICK,FATICK,15-Feb-09,200,400.0
4499,KD,KOLDA,KOLDA,16-Feb-09,195,335.0
4500,TH,THIES,THIES,18-Feb-09,200,400.0
4501,DL,MBACKE,TOUBA,18-Feb-09,165,280.0
4502,SL,ST.LOUIS,ST.LOUIS,18-Feb-09,195,450.0
4503,KD,VELINGARA,DIAOBE,18-Feb-09,195,335.0
4504,DL,DIOURBEL,DIOURBEL,19-Feb-09,180,385.0
4505,LG,LOUGA,LOUGA,19-Feb-09,190,300.0
4506,ZG,ZIGUINCHOR,ST.MAUR,19-Feb-09,220,425.0
4507,FK,FATICK,FATICK,22-Feb-09,200,400.0
4508,KD,KOLDA,KOLDA,23-Feb-09,175,335.0
4509,KL,KAOLACK,KAOLACK,25-Feb-09,160,375.0
4510,DL,MBACKE,TOUBA,25-Feb-09,200,400.0
4511,SL,ST.LOUIS,ST.LOUIS,25-Feb-09,200,425.0
4512,KD,VELINGARA,DIAOBE,25-Feb-09,185,335.0
4513,DL,DIOURBEL,DIOURBEL,26-Feb-09,200,290.0
4514,LG,LOUGA,LOUGA,26-Feb-09,190,300.0
4515,ZG,ZIGUINCHOR,ST.MAUR,26-Feb-09,225,425.0
4516,FK,FATICK,FATICK,01-Mar-09,200,400.0
4517,KD,KOLDA,KOLDA,02-Mar-09,185,335.0
4518,TC,BAKEL,BAKEL,03-Mar-09,190,400.0
4519,KL,KAOLACK,KAOLACK,04-Mar-09,165,375.0
4520,DL,MBACKE,TOUBA,04-Mar-09,200,300.0
4521,KD,VELINGARA,DIAOBE,04-Mar-09,185,335.0
4522,DL,DIOURBEL,DIOURBEL,05-Mar-09,225,300.0
4523,LG,LOUGA,LOUGA,05-Mar-09,190,400.0
4524,DK,PIKINE,THIAROYE,05-Mar-09,185,400.0
4525,DK,DAKAR,TILENE,05-Mar-09,200,450.0
4526,ZG,ZIGUINCHOR,ST.MAUR,05-Mar-09,215,425.0
4527,FK,FATICK,FATICK,08-Mar-09,200,475.0
4528,KL,KAOLACK,KAOLACK,09-Mar-09,145,375.0
4529,KD,KOLDA,KOLDA,09-Mar-09,185,335.0
4530,TC,BAKEL,BAKEL,10-Mar-09,180,400.0
4531,DK,PIKINE,THIAROYE,11-Mar-09,200,400.0
4532,DK,DAKAR,TILENE,11-Mar-09,200,400.0
4533,DL,MBACKE,TOUBA,11-Mar-09,170,300.0
4534,KD,VELINGARA,DIAOBE,11-Mar-09,185,335.0
4535,DL,DIOURBEL,DIOURBEL,12-Mar-09,185,380.0
4536,LG,LOUGA,LOUGA,12-Mar-09,190,425.0
4537,ZG,ZIGUINCHOR,ST.MAUR,12-Mar-09,225,425.0
4538,FK,FATICK,FATICK,15-Mar-09,200,400.0
4539,TC,BAKEL,BAKEL,16-Mar-09,275,450.0
4540,KD,KOLDA,KOLDA,16-Mar-09,185,335.0
4541,DL,MBACKE,TOUBA,17-Mar-09,180,300.0
4542,KL,KAOLACK,KAOLACK,18-Mar-09,170,375.0
4543,TH,THIES,THIES,18-Mar-09,210,390.0
4544,DK,DAKAR,TILENE,18-Mar-09,200,400.0
4545,SL,ST.LOUIS,ST.LOUIS,18-Mar-09,195,425.0
4546,KD,VELINGARA,DIAOBE,18-Mar-09,200,335.0
4547,DL,DIOURBEL,DIOURBEL,19-Mar-09,200,400.0
4548,LG,LOUGA,LOUGA,19-Mar-09,190,425.0
4549,DK,PIKINE,THIAROYE,19-Mar-09,200,400.0
4550,ZG,ZIGUINCHOR,ST.MAUR,19-Mar-09,225,425.0
4551,KD,KOLDA,KOLDA,23-Mar-09,190,335.0
4552,TC,BAKEL,BAKEL,24-Mar-09,190,400.0
4553,DL,MBACKE,TOUBA,24-Mar-09,175,290.0
4554,TH,THIES,THIES,25-Mar-09,210,390.0
4555,SL,ST.LOUIS,ST.LOUIS,25-Mar-09,200,425.0
4556,KD,VELINGARA,DIAOBE,25-Mar-09,200,335.0
4557,DL,DIOURBEL,DIOURBEL,26-Mar-09,190,300.0
4558,LG,LOUGA,LOUGA,26-Mar-09,200,425.0
4559,DK,PIKINE,THIAROYE,26-Mar-09,200,400.0
4560,DK,DAKAR,TILENE,26-Mar-09,200,400.0
4561,ZG,ZIGUINCHOR,ST.MAUR,26-Mar-09,215,350.0
4562,KL,KAOLACK,KAOLACK,27-Mar-09,170,325.0
4563,FK,FATICK,FATICK,29-Mar-09,200,300.0
4564,KD,KOLDA,KOLDA,30-Mar-09,195,325.0
4565,TC,BAKEL,BAKEL,31-Mar-09,190,325.0
4566,KL,KAOLACK,KAOLACK,01-Apr-09,165,275.0
4567,TH,THIES,THIES,01-Apr-09,210,295.0
4568,DL,MBACKE,TOUBA,01-Apr-09,180,290.0
4569,SL,ST.LOUIS,ST.LOUIS,01-Apr-09,200,315.0
4570,ZG,ZIGUINCHOR,ST.MAUR,01-Apr-09,215,330.0
4571,KD,VELINGARA,DIAOBE,01-Apr-09,200,325.0
4572,DL,DIOURBEL,DIOURBEL,02-Apr-09,225,290.0
4573,LG,LOUGA,LOUGA,02-Apr-09,195,
4574,DK,PIKINE,THIAROYE,02-Apr-09,200,375.0
4575,DK,DAKAR,TILENE,02-Apr-09,200,400.0
4576,FK,FATICK,FATICK,05-Apr-09,200,300.0
4577,KD,KOLDA,KOLDA,06-Apr-09,190,325.0
4578,DL,MBACKE,TOUBA,07-Apr-09,185,270.0
4579,KL,KAOLACK,KAOLACK,08-Apr-09,170,300.0
4580,DK,PIKINE,THIAROYE,08-Apr-09,200,300.0
4581,TH,THIES,THIES,08-Apr-09,210,295.0
4582,DK,DAKAR,TILENE,08-Apr-09,200,400.0
4583,SL,ST.LOUIS,ST.LOUIS,08-Apr-09,200,325.0
4584,KD,VELINGARA,DIAOBE,08-Apr-09,200,325.0
4585,DL,DIOURBEL,DIOURBEL,09-Apr-09,200,290.0
4586,LG,LOUGA,LOUGA,09-Apr-09,190,
4587,ZG,ZIGUINCHOR,ST.MAUR,09-Apr-09,215,330.0
4588,FK,FATICK,FATICK,12-Apr-09,200,300.0
4589,KD,KOLDA,KOLDA,13-Apr-09,190,335.0
4590,DL,MBACKE,TOUBA,14-Apr-09,190,275.0
4591,KL,KAOLACK,KAOLACK,15-Apr-09,175,270.0
4592,KD,VELINGARA,DIAOBE,15-Apr-09,200,335.0
4593,DL,DIOURBEL,DIOURBEL,16-Apr-09,200,300.0
4594,DK,PIKINE,THIAROYE,16-Apr-09,200,350.0
4595,DK,DAKAR,TILENE,16-Apr-09,200,400.0
4596,ZG,ZIGUINCHOR,ST.MAUR,16-Apr-09,225,335.0
4597,FK,FATICK,FATICK,19-Apr-09,200,300.0
4598,KD,KOLDA,KOLDA,20-Apr-09,190,325.0
4599,KL,KAOLACK,KAOLACK,21-Apr-09,185,265.0
4600,DL,MBACKE,TOUBA,21-Apr-09,190,300.0
4601,TH,THIES,THIES,22-Apr-09,200,325.0
4602,SL,ST.LOUIS,ST.LOUIS,22-Apr-09,240,325.0
4603,KD,VELINGARA,DIAOBE,22-Apr-09,200,325.0
4604,DL,DIOURBEL,DIOURBEL,23-Apr-09,225,290.0
4605,DK,PIKINE,THIAROYE,23-Apr-09,200,350.0
4606,DK,DAKAR,TILENE,23-Apr-09,200,400.0
4607,ZG,ZIGUINCHOR,ST.MAUR,23-Apr-09,225,335.0
4608,FK,FATICK,FATICK,26-Apr-09,225,300.0
4609,KD,KOLDA,KOLDA,27-Apr-09,190,335.0
4610,TC,BAKEL,BAKEL,28-Apr-09,225,325.0
4611,DL,MBACKE,TOUBA,28-Apr-09,190,250.0
4612,KL,KAOLACK,KAOLACK,29-Apr-09,190,350.0
4613,SL,ST.LOUIS,ST.LOUIS,29-Apr-09,245,325.0
4614,KD,VELINGARA,DIAOBE,29-Apr-09,200,335.0
4615,DL,DIOURBEL,DIOURBEL,30-Apr-09,225,265.0
4616,DK,PIKINE,THIAROYE,30-Apr-09,200,300.0
4617,DK,DAKAR,TILENE,30-Apr-09,200,400.0
4618,ZG,ZIGUINCHOR,ST.MAUR,30-Apr-09,225,335.0
4619,FK,FATICK,FATICK,03-May-09,225,300.0
4620,KD,KOLDA,KOLDA,04-May-09,195,335.0
4621,TC,BAKEL,BAKEL,05-May-09,225,325.0
4622,KL,KAOLACK,KAOLACK,06-May-09,185,325.0
4623,DL,MBACKE,TOUBA,06-May-09,210,250.0
4624,SL,ST.LOUIS,ST.LOUIS,06-May-09,205,325.0
4625,KD,VELINGARA,DIAOBE,06-May-09,200,335.0
4626,DL,DIOURBEL,DIOURBEL,07-May-09,210,250.0
4627,DK,PIKINE,THIAROYE,07-May-09,200,300.0
4628,DK,DAKAR,TILENE,07-May-09,200,275.0
4629,ZG,ZIGUINCHOR,ST.MAUR,07-May-09,225,335.0
4630,FK,FATICK,FATICK,10-May-09,200,300.0
4631,FK,FATICK,FATICK,10-May-09,200,300.0
4632,FK,FATICK,FATICK,10-May-09,200,300.0
4633,KD,KOLDA,KOLDA,11-May-09,195,335.0
4634,KD,KOLDA,KOLDA,11-May-09,195,335.0
4635,TC,BAKEL,BAKEL,12-May-09,225,325.0
4636,TC,BAKEL,BAKEL,12-May-09,225,325.0
4637,DL,MBACKE,TOUBA,12-May-09,190,270.0
4638,DL,MBACKE,TOUBA,12-May-09,190,270.0
4639,DL,MBACKE,TOUBA,12-May-09,195,230.0
4640,KL,KAOLACK,KAOLACK,13-May-09,170,350.0
4641,TH,THIES,THIES,13-May-09,200,290.0
4642,TH,THIES,THIES,13-May-09,200,290.0
4643,SL,ST.LOUIS,ST.LOUIS,13-May-09,205,325.0
4644,KD,VELINGARA,DIAOBE,13-May-09,200,335.0
4645,KD,VELINGARA,DIAOBE,13-May-09,200,335.0
4646,DL,DIOURBEL,DIOURBEL,14-May-09,225,250.0
4647,DL,DIOURBEL,DIOURBEL,14-May-09,225,250.0
4648,LG,LOUGA,LOUGA,14-May-09,210,
4649,LG,LOUGA,LOUGA,14-May-09,210,400.0
4650,DK,PIKINE,THIAROYE,14-May-09,210,280.0
4651,DK,DAKAR,TILENE,14-May-09,225,275.0
4652,ZG,ZIGUINCHOR,ST.MAUR,14-May-09,245,300.0
4653,ZG,ZIGUINCHOR,ST.MAUR,14-May-09,245,300.0
4654,KD,KOLDA,KOLDA,18-May-09,195,335.0
4655,TC,BAKEL,BAKEL,19-May-09,225,325.0
4656,DL,MBACKE,TOUBA,19-May-09,195,240.0
4657,KL,KAOLACK,KAOLACK,20-May-09,190,275.0
4658,TH,THIES,THIES,20-May-09,200,250.0
4659,SL,ST.LOUIS,ST.LOUIS,20-May-09,250,325.0
4660,KD,VELINGARA,DIAOBE,20-May-09,200,335.0
4661,DL,DIOURBEL,DIOURBEL,21-May-09,215,250.0
4662,LG,LOUGA,LOUGA,21-May-09,210,
4663,ZG,ZIGUINCHOR,ST.MAUR,21-May-09,235,300.0
4664,DK,PIKINE,THIAROYE,22-May-09,210,280.0
4665,DK,DAKAR,TILENE,22-May-09,225,275.0
4666,FK,FATICK,FATICK,24-May-09,210,300.0
4667,KD,KOLDA,KOLDA,25-May-09,195,320.0
4668,TC,BAKEL,BAKEL,26-May-09,225,325.0
4669,DL,MBACKE,TOUBA,26-May-09,210,250.0
4670,KL,KAOLACK,KAOLACK,27-May-09,190,275.0
4671,TH,THIES,THIES,27-May-09,200,250.0
4672,SL,ST.LOUIS,ST.LOUIS,27-May-09,250,325.0
4673,KD,VELINGARA,DIAOBE,27-May-09,200,320.0
4674,DL,DIOURBEL,DIOURBEL,28-May-09,215,240.0
4675,LG,LOUGA,LOUGA,28-May-09,210,275.0
4676,DK,PIKINE,THIAROYE,28-May-09,210,280.0
4677,DK,DAKAR,TILENE,28-May-09,225,275.0
4678,ZG,ZIGUINCHOR,ST.MAUR,28-May-09,225,300.0
4679,FK,FATICK,FATICK,31-May-09,200,300.0
4680,KD,KOLDA,KOLDA,01-Jun-09,200,260.0
4681,TC,BAKEL,BAKEL,02-Jun-09,225,325.0
4682,DL,MBACKE,TOUBA,02-Jun-09,195,230.0
4683,KL,KAOLACK,KAOLACK,03-Jun-09,190,300.0
4684,DK,PIKINE,THIAROYE,03-Jun-09,215,290.0
4685,DK,DAKAR,TILENE,03-Jun-09,200,250.0
4686,KD,VELINGARA,DIAOBE,03-Jun-09,200,260.0
4687,DL,DIOURBEL,DIOURBEL,04-Jun-09,215,250.0
4688,LG,LOUGA,LOUGA,04-Jun-09,215,360.0
4689,SL,ST.LOUIS,ST.LOUIS,04-Jun-09,215,325.0
4690,ZG,ZIGUINCHOR,ST.MAUR,04-Jun-09,235,300.0
4691,FK,FATICK,FATICK,07-Jun-09,200,300.0
4692,TC,BAKEL,BAKEL,09-Jun-09,225,325.0
4693,TC,BAKEL,BAKEL,09-Jun-09,225,325.0
4694,KL,KAOLACK,KAOLACK,10-Jun-09,190,275.0
4695,TH,THIES,THIES,10-Jun-09,200,250.0
4696,DL,DIOURBEL,DIOURBEL,11-Jun-09,215,240.0
4697,DL,DIOURBEL,DIOURBEL,11-Jun-09,215,240.0
4698,LG,LOUGA,LOUGA,11-Jun-09,215,275.0
4699,DK,PIKINE,THIAROYE,11-Jun-09,215,275.0
4700,DK,DAKAR,TILENE,11-Jun-09,200,275.0
4701,SL,ST.LOUIS,ST.LOUIS,11-Jun-09,220,325.0
4702,SL,ST.LOUIS,ST.LOUIS,11-Jun-09,220,325.0
4703,ZG,ZIGUINCHOR,ST.MAUR,11-Jun-09,235,300.0
4704,ZG,ZIGUINCHOR,ST.MAUR,11-Jun-09,235,300.0
4705,DL,MBACKE,TOUBA,12-Jun-09,195,230.0
4706,KD,KOLDA,KOLDA,15-Jun-09,200,260.0
4707,KL,KAOLACK,KAOLACK,16-Jun-09,190,275.0
4708,FK,FATICK,FATICK,17-Jun-09,200,300.0
4709,KD,VELINGARA,DIAOBE,17-Jun-09,200,260.0
4710,LG,LOUGA,LOUGA,18-Jun-09,210,275.0
4711,LG,LOUGA,LOUGA,18-Jun-09,210,275.0
4712,DK,PIKINE,THIAROYE,18-Jun-09,215,290.0
4713,DK,DAKAR,TILENE,18-Jun-09,200,275.0
4714,ZG,ZIGUINCHOR,ST.MAUR,18-Jun-09,235,300.0
4715,KD,KOLDA,KOLDA,22-Jun-09,200,260.0
4716,TC,BAKEL,BAKEL,23-Jun-09,200,325.0
4717,DL,MBACKE,TOUBA,23-Jun-09,210,250.0
4718,KL,KAOLACK,KAOLACK,24-Jun-09,190,275.0
4719,TH,THIES,THIES,24-Jun-09,225,250.0
4720,SL,ST.LOUIS,ST.LOUIS,24-Jun-09,225,325.0
4721,KD,VELINGARA,DIAOBE,24-Jun-09,200,260.0
4722,DL,DIOURBEL,DIOURBEL,25-Jun-09,210,250.0
4723,LG,LOUGA,LOUGA,25-Jun-09,215,400.0
4724,DK,PIKINE,THIAROYE,25-Jun-09,215,290.0
4725,DK,DAKAR,TILENE,25-Jun-09,200,275.0
4726,ZG,ZIGUINCHOR,ST.MAUR,25-Jun-09,250,280.0
4727,FK,FATICK,FATICK,28-Jun-09,225,300.0
4728,KD,KOLDA,KOLDA,29-Jun-09,200,280.0
4729,DL,MBACKE,TOUBA,30-Jun-09,200,250.0
4730,KL,KAOLACK,KAOLACK,01-Jul-09,190,250.0
4731,TH,THIES,THIES,01-Jul-09,200,260.0
4732,SL,ST.LOUIS,ST.LOUIS,01-Jul-09,225,325.0
4733,KD,VELINGARA,DIAOBE,01-Jul-09,200,280.0
4734,DL,DIOURBEL,DIOURBEL,02-Jul-09,215,260.0
4735,LG,LOUGA,LOUGA,02-Jul-09,220,250.0
4736,DK,PIKINE,THIAROYE,02-Jul-09,225,310.0
4737,DK,DAKAR,TILENE,02-Jul-09,225,275.0
4738,ZG,ZIGUINCHOR,ST.MAUR,02-Jul-09,250,280.0
4739,TH,THIES,THIES,04-Jul-09,200,260.0
4740,KD,KOLDA,KOLDA,06-Jul-09,200,280.0
4741,TC,BAKEL,BAKEL,07-Jul-09,200,350.0
4742,KL,KAOLACK,KAOLACK,08-Jul-09,190,260.0
4743,SL,ST.LOUIS,ST.LOUIS,08-Jul-09,225,325.0
4744,KD,VELINGARA,DIAOBE,08-Jul-09,200,290.0
4745,LG,LOUGA,LOUGA,09-Jul-09,220,320.0
4746,ZG,ZIGUINCHOR,ST.MAUR,09-Jul-09,250,290.0
4747,DK,PIKINE,THIAROYE,10-Jul-09,225,290.0
4748,DK,DAKAR,TILENE,10-Jul-09,225,275.0
4749,KD,KOLDA,KOLDA,13-Jul-09,200,280.0
4750,DL,MBACKE,TOUBA,14-Jul-09,210,250.0
4751,KL,KAOLACK,KAOLACK,15-Jul-09,200,250.0
4752,TH,THIES,THIES,15-Jul-09,200,260.0
4753,SL,ST.LOUIS,ST.LOUIS,15-Jul-09,225,325.0
4754,KD,VELINGARA,DIAOBE,15-Jul-09,200,290.0
4755,DL,DIOURBEL,DIOURBEL,16-Jul-09,220,245.0
4756,LG,LOUGA,LOUGA,16-Jul-09,220,255.0
4757,DK,PIKINE,THIAROYE,16-Jul-09,225,270.0
4758,DK,DAKAR,TILENE,16-Jul-09,225,300.0
4759,ZG,ZIGUINCHOR,ST.MAUR,16-Jul-09,250,300.0
4760,FK,FATICK,FATICK,19-Jul-09,225,300.0
4761,FK,FATICK,FATICK,19-Jul-09,225,300.0
4762,FK,FATICK,FATICK,19-Jul-09,225,300.0
4763,KD,KOLDA,KOLDA,20-Jul-09,200,280.0
4764,KD,KOLDA,KOLDA,20-Jul-09,200,280.0
4765,TC,BAKEL,BAKEL,21-Jul-09,225,270.0
4766,DL,MBACKE,TOUBA,21-Jul-09,200,250.0
4767,DL,MBACKE,TOUBA,21-Jul-09,200,250.0
4768,KL,KAOLACK,KAOLACK,22-Jul-09,190,275.0
4769,TH,THIES,THIES,22-Jul-09,225,250.0
4770,TH,THIES,THIES,22-Jul-09,225,250.0
4771,SL,ST.LOUIS,ST.LOUIS,22-Jul-09,225,325.0
4772,KD,VELINGARA,DIAOBE,22-Jul-09,200,290.0
4773,KD,VELINGARA,DIAOBE,22-Jul-09,200,290.0
4774,DL,DIOURBEL,DIOURBEL,23-Jul-09,220,250.0
4775,DL,DIOURBEL,DIOURBEL,23-Jul-09,220,250.0
4776,DK,PIKINE,THIAROYE,23-Jul-09,225,270.0
4777,DK,DAKAR,TILENE,23-Jul-09,225,300.0
4778,ZG,ZIGUINCHOR,ST.MAUR,23-Jul-09,250,300.0
4779,ZG,ZIGUINCHOR,ST.MAUR,23-Jul-09,250,300.0
4780,FK,FATICK,FATICK,26-Jul-09,225,300.0
4781,KD,KOLDA,KOLDA,27-Jul-09,200,280.0
4782,DL,MBACKE,TOUBA,28-Jul-09,225,240.0
4783,KL,KAOLACK,KAOLACK,29-Jul-09,180,245.0
4784,TH,THIES,THIES,29-Jul-09,225,250.0
4785,SL,ST.LOUIS,ST.LOUIS,29-Jul-09,238,313.0
4786,KD,VELINGARA,DIAOBE,29-Jul-09,200,290.0
4787,DL,DIOURBEL,DIOURBEL,30-Jul-09,220,275.0
4788,LG,LOUGA,LOUGA,30-Jul-09,220,320.0
4789,DK,PIKINE,THIAROYE,30-Jul-09,250,270.0
4790,DK,DAKAR,TILENE,30-Jul-09,225,270.0
4791,ZG,ZIGUINCHOR,ST.MAUR,30-Jul-09,250,300.0
4792,FK,FATICK,FATICK,02-Aug-09,225,300.0
4793,KD,KOLDA,KOLDA,03-Aug-09,200,280.0
4794,KL,KAOLACK,KAOLACK,05-Aug-09,200,275.0
4795,TH,THIES,THIES,05-Aug-09,225,250.0
4796,KD,VELINGARA,DIAOBE,05-Aug-09,200,300.0
4797,LG,LOUGA,LOUGA,06-Aug-09,220,320.0
4798,DK,PIKINE,THIAROYE,06-Aug-09,250,275.0
4799,DK,DAKAR,TILENE,06-Aug-09,275,275.0
4800,ZG,ZIGUINCHOR,ST.MAUR,06-Aug-09,250,285.0
4801,FK,FATICK,FATICK,09-Aug-09,225,300.0
4802,KD,KOLDA,KOLDA,10-Aug-09,200,280.0
4803,DL,MBACKE,TOUBA,11-Aug-09,190,250.0
4804,KL,KAOLACK,KAOLACK,12-Aug-09,185,275.0
4805,TH,THIES,THIES,12-Aug-09,225,250.0
4806,KD,VELINGARA,DIAOBE,12-Aug-09,200,300.0
4807,DL,DIOURBEL,DIOURBEL,13-Aug-09,225,250.0
4808,DK,PIKINE,THIAROYE,13-Aug-09,250,275.0
4809,DK,DAKAR,TILENE,13-Aug-09,275,275.0
4810,ZG,ZIGUINCHOR,ST.MAUR,13-Aug-09,250,285.0
4811,FK,FATICK,FATICK,16-Aug-09,225,300.0
4812,KD,KOLDA,KOLDA,17-Aug-09,200,280.0
4813,TC,BAKEL,BAKEL,18-Aug-09,190,325.0
4814,DL,MBACKE,TOUBA,18-Aug-09,190,250.0
4815,TH,THIES,THIES,19-Aug-09,225,250.0
4816,SL,ST.LOUIS,ST.LOUIS,19-Aug-09,250,325.0
4817,KD,VELINGARA,DIAOBE,19-Aug-09,200,300.0
4818,DL,DIOURBEL,DIOURBEL,20-Aug-09,225,275.0
4819,KL,KAOLACK,KAOLACK,20-Aug-09,190,250.0
4820,LG,LOUGA,LOUGA,20-Aug-09,220,320.0
4821,DK,PIKINE,THIAROYE,20-Aug-09,275,300.0
4822,DK,DAKAR,TILENE,20-Aug-09,275,275.0
4823,ZG,ZIGUINCHOR,ST.MAUR,20-Aug-09,250,285.0
4824,FK,FATICK,FATICK,23-Aug-09,225,300.0
4825,DL,MBACKE,TOUBA,25-Aug-09,190,260.0
4826,TH,THIES,THIES,26-Aug-09,225,250.0
4827,SL,ST.LOUIS,ST.LOUIS,26-Aug-09,250,325.0
4828,DL,DIOURBEL,DIOURBEL,27-Aug-09,210,275.0
4829,KL,KAOLACK,KAOLACK,27-Aug-09,185,270.0
4830,LG,LOUGA,LOUGA,27-Aug-09,210,275.0
4831,DK,PIKINE,THIAROYE,27-Aug-09,225,250.0
4832,DK,DAKAR,TILENE,27-Aug-09,225,250.0
4833,ZG,ZIGUINCHOR,ST.MAUR,27-Aug-09,250,285.0
4834,FK,FATICK,FATICK,30-Aug-09,225,300.0
4835,KD,KOLDA,KOLDA,31-Aug-09,200,280.0
4836,DL,MBACKE,TOUBA,01-Sep-09,190,250.0
4837,TH,THIES,THIES,02-Sep-09,200,250.0
4838,SL,ST.LOUIS,ST.LOUIS,02-Sep-09,250,325.0
4839,KD,VELINGARA,DIAOBE,02-Sep-09,200,275.0
4840,DL,DIOURBEL,DIOURBEL,03-Sep-09,215,250.0
4841,KL,KAOLACK,KAOLACK,03-Sep-09,190,250.0
4842,LG,LOUGA,LOUGA,03-Sep-09,210,275.0
4843,DK,PIKINE,THIAROYE,03-Sep-09,250,275.0
4844,DK,DAKAR,TILENE,03-Sep-09,250,275.0
4845,ZG,ZIGUINCHOR,ST.MAUR,03-Sep-09,250,285.0
4846,FK,FATICK,FATICK,06-Sep-09,210,300.0
4847,KD,KOLDA,KOLDA,07-Sep-09,195,250.0
4848,TC,BAKEL,BAKEL,08-Sep-09,180,350.0
4849,KL,KAOLACK,KAOLACK,09-Sep-09,180,240.0
4850,TH,THIES,THIES,09-Sep-09,200,250.0
4851,SL,ST.LOUIS,ST.LOUIS,09-Sep-09,250,325.0
4852,KD,VELINGARA,DIAOBE,09-Sep-09,200,275.0
4853,DL,DIOURBEL,DIOURBEL,10-Sep-09,225,250.0
4854,LG,LOUGA,LOUGA,10-Sep-09,210,275.0
4855,DK,PIKINE,THIAROYE,10-Sep-09,250,275.0
4856,DK,PIKINE,THIAROYE,10-Sep-09,250,275.0
4857,DK,DAKAR,TILENE,10-Sep-09,250,275.0
4858,DL,MBACKE,TOUBA,10-Sep-09,190,250.0
4859,ZG,ZIGUINCHOR,ST.MAUR,10-Sep-09,250,275.0
4860,FK,FATICK,FATICK,13-Sep-09,210,300.0
4861,KD,KOLDA,KOLDA,14-Sep-09,200,275.0
4862,KL,KAOLACK,KAOLACK,16-Sep-09,165,250.0
