Country,Market,Commodity,Price Type,Year,Month,Price,Unit,Currency,Data Source
Guinea,Conakry-Niger,Rice (imported),Retail,2016,2,4815,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2016,3,4864,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2016,4,4963,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2016,5,4995,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2016,6,5096,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2016,7,5118,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2016,8,5132,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2016,9,5108,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2016,10,5112,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2016,11,5120,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2016,12,5152,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2017,1,5169,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2017,2,5176,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2017,3,5224,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2017,4,5230,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2017,5,5265,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2017,6,5297,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2017,7,5331,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2017,8,5379,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2017,9,5407,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2017,10,5430,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2017,11,5446,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2017,12,5469,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2018,1,5473,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
Guinea,Conakry-Niger,Rice (imported),Retail,2018,2,5563,KG,GNF,Institut National de la Statistique via FAO: GIEWS/FPMA
